sampleID	SequencingBatch	Sequencing run	fastq_fwd_file_name	fastq_rev_file_name	Site	Region	Latitude	Longitude	ApproximateShellLength	Age	CohortYear	TransplantationYear	TransplantationAge	YearsSpentAtTransplantationSite	AdditionalSiteInfo	AdditionalComments
TS15	Y2	HN00122531	MAS-Ts-1_1.fastq.gz	MAS-Ts-1_2.fastq.gz	Masinloc	Zambales	15.5298667	119.9248167								
TS16	Y2	HN00122531	MAS-Ts-3_1.fastq.gz	MAS-Ts-3_2.fastq.gz	Masinloc	Zambales	15.5298667	119.9248167								
TS17	Y2	HN00122531	MAS-Ts-4_1.fastq.gz	MAS-Ts-4_2.fastq.gz	Masinloc	Zambales	15.5298667	119.9248167								
TS18	Y2	HN00122531	PAL-Ts-1_1.fastq.gz	PAL-Ts-1_2.fastq.gz	Palawan	Palawan	9.914205334	118.877206								
TS19	Y2	HN00122531	PAL-Ts-2_1.fastq.gz	PAL-Ts-2_2.fastq.gz	Palawan	Palawan	9.914205334	118.877206								
TS20	Y2	HN00122531	PAL-Ts-3_1.fastq.gz	PAL-Ts-3_2.fastq.gz	Palawan	Palawan	9.914205334	118.877206								
TS21	Y3	HN00138609	Bohol_Ts_1_1.fastq.gz	Bohol_Ts_1_2.fastq.gz	Bohol	Bohol	9.6287333	123.8048167								
TS22	Y3	HN00138609	Bohol_Ts_2_1.fastq.gz	Bohol_Ts_2_2.fastq.gz	Bohol	Bohol	9.6287333	123.8048167								
TS23	Y3	HN00138609	Bohol_Ts_3_1.fastq.gz	Bohol_Ts_3_2.fastq.gz	Bohol	Bohol	9.6287333	123.8048167								
TS24	Y3	HN00138609	Camiguin_Ts_1_1.fastq.gz	Camiguin_Ts_1_2.fastq.gz	Camiguin	Camiguin	9.107413439	124.8032036								
TS25	Y3	HN00138609	Camiguin_Ts_3_1.fastq.gz	Camiguin_Ts_3_2.fastq.gz	Camiguin	Camiguin	9.107413439	124.8032036								
TS26	Y3	HN00138609	Camiguin_Ts_4_1.fastq.gz	Camiguin_Ts_4_2.fastq.gz	Camiguin	Camiguin	9.107413439	124.8032036								
TS27	Y3	HN00138609	Samar_Ts_2_1.fastq.gz	Samar_Ts_2_2.fastq.gz	Guiuan	Samar	11.0583	125.6537								
TS28	Y3	HN00138609	Samar_Ts_3_1.fastq.gz	Samar_Ts_3_2.fastq.gz	Guiuan	Samar	11.0583	125.6537								
TS29	Y3	HN00138609	Samar_Ts_5_1.fastq.gz	Samar_Ts_5_2.fastq.gz	Guiuan	Samar	11.0583	125.6537								
TS30	Y3	HN00147512	SIL_Ts_1_1.fastq.gz	SIL_Ts_1_2.fastq.gz	Silaqui	Bolinao	16.44411667	119.9215333								
TS31	Y3	HN00147512	SIL_Ts_2_1.fastq.gz	SIL_Ts_2_2.fastq.gz	Silaqui	Bolinao	16.44411667	119.9215333								
TS32	Y3	HN00147512	SIL_Ts_3_1.fastq.gz	SIL_Ts_3_2.fastq.gz	Silaqui	Bolinao	16.44411667	119.9215333								
TS33	Y2025	HN00248414	SEM-Ts8_1.fastq.gz	SEM-Ts8_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
TS34	Y2025	HN00248414	SEM-Ts9_1.fastq.gz	SEM-Ts9_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
TS35	Y2025	HN00248414	SEM-Ts11_1.fastq.gz	SEM-Ts11_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
TD19	Y2025	HN00248414	SEM-Td2_1.fastq.gz	SEM-Td2_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
TD20	Y2025	HN00248414	SEM-Td3_1.fastq.gz	SEM-Td3_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
TD21	Y2025	HN00248414	SEM-Td5_1.fastq.gz	SEM-Td5_2.fastq.gz	Semirara	Antique	12.08708129	121.3460231								
